#GeneName	Tissuespecficity
ARL2BP	Expressed in all
ARL3	Expressed in all
ARL4A	Expressed in all
ARL5A	Expressed in all
ARL6IP1	Expressed in all
ARL6IP4	Expressed in all
ARL6IP5	Expressed in all
ARL6IP6	Expressed in all
ARL8A	Expressed in all
ARL8B	Expressed in all
ARL9	Tissue enhanced
ARMC1	Expressed in all
ARMC10	Expressed in all
ARMC12	Tissue enriched
ARMC2	Tissue enhanced
ARMC3	Group enriched
ARMC4	Group enriched
ARMC5	Expressed in all
ARMC6	Expressed in all
ARMC7	Expressed in all
ARMC8	Expressed in all
ARMCX1	Expressed in all
ARMCX3	Expressed in all
ARMCX4	Expressed in all
ARMCX5	Expressed in all
ARMCX6	Expressed in all
ARMS2	Group enriched
ARNT	Expressed in all
ARNT2	Tissue enriched
ARNTL	Expressed in all
ARNTL2	Tissue enhanced
ARPC1A	Expressed in all
ARPC1B	Expressed in all
ARPC2	Expressed in all
ARPC3	Expressed in all
ARPC4	Expressed in all
ARPC4-TTLL3	Expressed in all
ARPC5	Expressed in all
ARPC5L	Expressed in all
ARPP19	Expressed in all
ARPP21	Group enriched
ARRB1	Expressed in all
ARRB2	Expressed in all
ARRDC1	Expressed in all
ARRDC2	Expressed in all
ARRDC3	Expressed in all
ARRDC4	Expressed in all
ARRDC5	Tissue enriched
ARSA	Expressed in all
ARSB	Expressed in all
ARSE	Tissue enhanced
ARSF	Tissue enhanced
ART1	Tissue enriched
ART3	Group enriched
ART4	Tissue enhanced
ART5	Tissue enhanced
ARV1	Expressed in all
ARVCF	Expressed in all
ARX	Group enriched
AS3MT	Tissue enriched
ASAH1	Expressed in all
ASAH2	Group enriched
ASAH2B	Tissue enhanced
ASAH2C	Group enriched
ASAP1	Expressed in all
ASB1	Expressed in all
ASB10	Tissue enriched
ASB11	Group enriched
ASB12	Tissue enriched
ASB13	Expressed in all
ASB14	Tissue enriched
ASB15	Group enriched
ASB16	Tissue enriched
ASB17	Tissue enriched
ASB18	Group enriched
ASB2	Tissue enhanced
ASB4	Group enriched
ASB5	Tissue enhanced
ASB6	Expressed in all
ASB7	Expressed in all
ASB8	Expressed in all
ASB9	Tissue enhanced
ASCC1	Expressed in all
ASCC2	Expressed in all
ASCC3	Expressed in all
ASCL1	Tissue enriched
ASCL3	Tissue enriched
ASF1A	Expressed in all
ASGR1	Tissue enriched
ASGR2	Tissue enriched
ASH1L	Expressed in all
ASH2L	Expressed in all
ASIC1	Tissue enriched
ASIC2	Tissue enhanced
ASIC3	Tissue enhanced
ASIC4	Group enriched
ASIC5	Tissue enhanced
ASIP	Tissue enhanced
ASL	Expressed in all
ASMTL	Expressed in all
ASNA1	Expressed in all
ASNS	Expressed in all
ASNSD1	Expressed in all
ASPA	Tissue enhanced
ASPDH	Tissue enhanced
ASPG	Tissue enhanced
ASPH	Expressed in all
ASPHD1	Tissue enhanced
ASPN	Tissue enhanced
ASPRV1	Tissue enriched
ASPSCR1	Expressed in all
ASRGL1	Tissue enhanced
ASS1	Tissue enhanced
ASTL	Tissue enhanced
ASTN1	Tissue enhanced
ASTN2	Tissue enhanced
ASUN	Expressed in all
ASXL1	Expressed in all
ASXL2	Expressed in all
ASXL3	Tissue enhanced
ASZ1	Tissue enriched
ATAD1	Expressed in all
ATAD2B	Expressed in all
ATAD3A	Expressed in all
ATAD3B	Expressed in all
ATAD5	Tissue enhanced
ATAT1	Expressed in all
ATCAY	Tissue enriched
ATE1	Expressed in all
ATF1	Expressed in all
ATF2	Expressed in all
ATF3	Expressed in all
ATF4	Expressed in all
ATF5	Group enriched
ATF6	Expressed in all
ATF6B	Expressed in all
ATF7	Expressed in all
ATF7IP	Expressed in all
ATG10	Expressed in all
ATG12	Expressed in all
ATG13	Expressed in all
ATG14	Expressed in all
ATG16L1	Expressed in all
ATG16L2	Expressed in all
ATG2A	Expressed in all
ATG2B	Expressed in all
ATG3	Expressed in all
ATG4A	Expressed in all
ATG4B	Expressed in all
ATG4C	Expressed in all
ATG4D	Expressed in all
ATG5	Expressed in all
ATG7	Expressed in all
ATG9A	Expressed in all
ATG9B	Tissue enhanced
ATHL1	Expressed in all
ATIC	Expressed in all
ATL1	Tissue enhanced
ATL2	Expressed in all
ATL3	Expressed in all
ATM	Expressed in all
ATMIN	Expressed in all
ATN1	Expressed in all
ATOH1	Group enriched
ATOH7	Tissue enhanced
ATOX1	Expressed in all
ATP10B	Tissue enhanced
ATP11A	Expressed in all
ATP11B	Expressed in all
ATP11C	Expressed in all
ATP12A	Tissue enhanced
ATP13A1	Expressed in all
ATP13A2	Expressed in all
ATP13A3	Expressed in all
ATP13A4	Tissue enhanced
ATP13A5	Tissue enhanced
ATP1A1	Expressed in all
ATP1A2	Tissue enhanced
ATP1A3	Group enriched
ATP1A4	Tissue enhanced
ATP1B1	Expressed in all
ATP1B2	Tissue enriched
ATP1B3	Expressed in all
ATP1B4	Tissue enriched
ATP2A1	Tissue enriched
ATP2A2	Expressed in all
ATP2A3	Expressed in all
ATP2B1	Expressed in all
ATP2B2	Tissue enhanced
ATP2B3	Group enriched
ATP2B4	Expressed in all
ATP2C1	Expressed in all
ATP2C2	Tissue enhanced
ATP4A	Tissue enriched
ATP4B	Tissue enriched
ATP5A1	Expressed in all
ATP5B	Expressed in all
ATP5C1	Expressed in all
ATP5D	Expressed in all
ATP5E	Expressed in all
ATP5EP2	Expressed in all
ATP5F1	Expressed in all
ATP5G1	Expressed in all
ATP5G2	Expressed in all
ATP5G3	Expressed in all
ATP5H	Expressed in all
ATP5I	Expressed in all
ATP5J	Expressed in all
ATP5J2	Expressed in all
ATP5L	Expressed in all
ATP5O	Expressed in all
ATP5S	Expressed in all
ATP5SL	Expressed in all
ATP6AP1	Expressed in all
ATP6AP2	Expressed in all
ATP6V0A1	Expressed in all
ATP6V0A2	Expressed in all
ATP6V0A4	Group enriched
ATP6V0B	Expressed in all
ATP6V0C	Expressed in all
ATP6V0D1	Expressed in all
ATP6V0D2	Tissue enriched
ATP6V0E1	Expressed in all
ATP6V0E2	Expressed in all
ATP6V1A	Expressed in all
ATP6V1B1	Tissue enhanced
ATP6V1B2	Expressed in all
ATP6V1C1	Expressed in all
ATP6V1C2	Group enriched
ATP6V1D	Expressed in all
ATP6V1E1	Expressed in all
ATP6V1E2	Expressed in all
ATP6V1F	Expressed in all
ATP6V1G1	Expressed in all
ATP6V1G2	Tissue enriched
ATP6V1G2-DDX39B	Expressed in all
ATP6V1G3	Tissue enriched
ATP6V1H	Expressed in all
ATP7B	Tissue enhanced
ATP8A1	Expressed in all
ATP8A2	Group enriched
ATP8B2	Expressed in all
ATP8B3	Tissue enhanced
ATP8B4	Tissue enhanced
ATP9A	Expressed in all
ATP9B	Expressed in all
ATPAF1	Expressed in all
ATPAF2	Expressed in all
ATPIF1	Expressed in all
ATR	Expressed in all
ATRAID	Expressed in all
ATRIP	Expressed in all
ATRN	Expressed in all
ATRNL1	Tissue enhanced
ATRX	Expressed in all
ATXN1	Expressed in all
ATXN10	Expressed in all
ATXN1L	Expressed in all
ATXN2	Expressed in all
ATXN2L	Expressed in all
ATXN3	Expressed in all
ATXN3L	Tissue enriched
ATXN7	Expressed in all
ATXN7L1	Expressed in all
ATXN7L3	Expressed in all
ATXN7L3B	Expressed in all
AUH	Expressed in all
AUNIP	Tissue enhanced
AUP1	Expressed in all
AURKAIP1	Expressed in all
AURKB	Tissue enhanced
AURKC	Tissue enriched
AUTS2	Expressed in all
AVEN	Expressed in all
AVL9	Expressed in all
AVPR1A	Tissue enhanced
AXDND1	Tissue enhanced
AXIN1	Expressed in all
AZGP1	Tissue enhanced
AZI2	Expressed in all
AZIN1	Expressed in all
AZU1	Tissue enriched
B2M	Expressed in all
B3GALNT2	Expressed in all
B3GALT1	Tissue enhanced
B3GALT2	Tissue enhanced
B3GALT5	Tissue enhanced
B3GALT6	Expressed in all
B3GALTL	Expressed in all
B3GAT1	Tissue enriched
B3GAT2	Tissue enriched
B3GAT3	Expressed in all
B3GNT1	Tissue enhanced
B3GNT2	Expressed in all
B3GNT3	Tissue enhanced
B3GNT4	Tissue enhanced
B3GNT5	Expressed in all
B3GNT6	Tissue enhanced
B3GNT7	Tissue enhanced
B3GNTL1	Expressed in all
B4GALNT1	Tissue enriched
B4GALNT2	Tissue enhanced
B4GALNT3	Tissue enhanced
B4GALNT4	Tissue enhanced
B4GALT1	Expressed in all
B4GALT2	Expressed in all
B4GALT3	Expressed in all
B4GALT4	Expressed in all
B4GALT5	Expressed in all
B4GALT7	Expressed in all
B9D1	Expressed in all
BAALC	Tissue enriched
BAAT	Tissue enriched
BABAM1	Expressed in all
BACE1	Expressed in all
BACE2	Expressed in all
BACH1	Expressed in all
BACH2	Tissue enhanced
BAD	Expressed in all
BAG1	Expressed in all
BAG2	Tissue enhanced
BAG3	Expressed in all
BAG4	Expressed in all
BAG5	Expressed in all
BAG6	Expressed in all
BAHD1	Expressed in all
BAI1	Group enriched
BAI2	Tissue enriched
BAI3	Tissue enriched
BAIAP2	Expressed in all
BAIAP2L2	Tissue enhanced
BAIAP3	Tissue enhanced
BAK1	Expressed in all
BAMBI	Tissue enhanced
BANF1	Expressed in all
BANF2	Tissue enriched
BANK1	Tissue enhanced
BANP	Expressed in all
BAP1	Expressed in all
BARHL2	Tissue enriched
BARX1	Tissue enriched
BARX2	Tissue enhanced
BASP1	Tissue enhanced
BATF	Tissue enhanced
BAX	Expressed in all
BAZ1A	Expressed in all
BAZ1B	Expressed in all
BAZ2A	Expressed in all
BAZ2B	Expressed in all
BBIP1	Expressed in all
BBOX1	Tissue enhanced
BBS1	Expressed in all
BBS2	Expressed in all
BBS4	Expressed in all
BBS5	Expressed in all
BBS7	Expressed in all
BBS9	Expressed in all
BBX	Expressed in all
BCAM	Expressed in all
BCAN	Tissue enriched
BCAP29	Expressed in all
BCAP31	Expressed in all
BCAS1	Tissue enhanced
BCAS2	Expressed in all
BCAS3	Expressed in all
BCAS4	Expressed in all
BCAT1	Tissue enhanced
BCAT2	Expressed in all
BCCIP	Expressed in all
BCHE	Tissue enhanced
BCKDHA	Expressed in all
BCKDHB	Expressed in all
BCKDK	Expressed in all
BCL10	Expressed in all
BCL11B	Tissue enhanced
BCL2	Expressed in all
BCL2A1	Tissue enhanced
BCL2L1	Expressed in all
BCL2L10	Tissue enhanced
BCL2L11	Expressed in all
BCL2L12	Expressed in all
BCL2L13	Expressed in all
BCL2L14	Tissue enhanced
BCL2L15	Group enriched
BCL2L2	Expressed in all
BCL3	Expressed in all
BCL6	Expressed in all
BCL7A	Expressed in all
BCL7B	Expressed in all
BCL7C	Expressed in all
BCL9	Expressed in all
BCL9L	Expressed in all
BCLAF1	Expressed in all
BCMO1	Tissue enhanced
BCO2	Tissue enhanced
BCOR	Expressed in all
BCORL1	Expressed in all
BCR	Expressed in all
BCS1L	Expressed in all
BDH1	Expressed in all
BDH2	Expressed in all
BDKRB1	Tissue enhanced
BDNF	Tissue enhanced
BDP1	Expressed in all
BECN1	Expressed in all
BEGAIN	Tissue enhanced
BEND2	Tissue enriched
BEND4	Tissue enhanced
BEND6	Tissue enriched
BEND7	Expressed in all
BEST2	Group enriched
BEST3	Tissue enhanced
BEST4	Group enriched
BET1	Expressed in all
BET1L	Expressed in all
BEX1	Tissue enhanced
BEX2	Tissue enhanced
BEX4	Expressed in all
BEX5	Tissue enhanced
BFAR	Expressed in all
BFSP2	Tissue enhanced
BHLHA15	Group enriched
BHLHE22	Tissue enhanced
BHLHE40	Expressed in all
BHMT	Group enriched
BHMT2	Group enriched
BICC1	Tissue enhanced
BICD2	Expressed in all
BID	Expressed in all
BIN1	Tissue enriched
BIN3	Expressed in all
BIRC2	Expressed in all
BIRC6	Expressed in all
BIRC7	Tissue enhanced
BIRC8	Tissue enriched
BIVM	Expressed in all
BIVM-ERCC5	Expressed in all
BLCAP	Expressed in all
BLK	Group enriched
BLM	Tissue enriched
BLMH	Expressed in all
BLOC1S1	Expressed in all
BLOC1S2	Expressed in all
BLOC1S3	Expressed in all
BLOC1S4	Expressed in all
BLOC1S5	Expressed in all
BLOC1S5-TXNDC5	Tissue enhanced
BLOC1S6	Expressed in all
BLVRA	Expressed in all
BLVRB	Expressed in all
BLZF1	Expressed in all
BMI1	Expressed in all
BMP1	Expressed in all
BMP10	Tissue enriched
BMP2K	Expressed in all
BMP3	Tissue enhanced
BMP5	Tissue enhanced
BMP7	Tissue enhanced
BMP8A	Tissue enriched
BMP8B	Tissue enhanced
BMPR1B	Tissue enhanced
BMS1	Expressed in all
BNC1	Group enriched
BNC2	Tissue enhanced
BNIP1	Expressed in all
BNIP2	Expressed in all
BNIP3	Expressed in all
BNIP3L	Expressed in all
BNIPL	Group enriched
BOD1	Expressed in all
BOD1L1	Expressed in all
BOD1L2	Tissue enriched
BOK	Tissue enhanced
BOLA1	Expressed in all
BOLA2	Expressed in all
BOLA2B	Expressed in all
BOLA3	Expressed in all
BOLL	Tissue enriched
BOP1	Expressed in all
BPGM	Expressed in all
BPHL	Expressed in all
BPI	Tissue enriched
BPIFA1	Group enriched
BPIFA2	Tissue enriched
BPIFA3	Tissue enriched
BPIFB1	Tissue enhanced
BPIFB2	Group enriched
BPIFB4	Tissue enhanced
BPIFC	Tissue enriched
BPNT1	Expressed in all
BPTF	Expressed in all
BPY2	Tissue enriched
BPY2B	Tissue enriched
BPY2C	Tissue enriched
BRAF	Expressed in all
BRAP	Expressed in all
BRAT1	Expressed in all
BRCA1	Expressed in all
BRCC3	Expressed in all
BRD1	Expressed in all
BRD2	Expressed in all
BRD3	Expressed in all
BRD4	Expressed in all
BRD7	Expressed in all
BRD8	Expressed in all
BRD9	Expressed in all
BRDT	Tissue enriched
BRE	Expressed in all
BRF1	Expressed in all
BRF2	Expressed in all
BRI3	Expressed in all
BRINP1	Tissue enriched
BRINP2	Group enriched
BRINP3	Tissue enhanced
BRIP1	Tissue enhanced
BRIX1	Expressed in all
BRK1	Expressed in all
BRMS1	Expressed in all
BRMS1L	Expressed in all
BROX	Expressed in all
BRPF1	Expressed in all
BRPF3	Expressed in all
BRSK1	Tissue enriched
BRSK2	Tissue enhanced
BRWD1	Expressed in all
BSCL2	Expressed in all
BSDC1	Expressed in all
BSG	Expressed in all
BSN	Group enriched
BSND	Group enriched
BSPRY	Tissue enhanced
BST1	Tissue enhanced
BST2	Expressed in all
BTAF1	Expressed in all
BTBD1	Expressed in all
BTBD10	Expressed in all
BTBD11	Group enriched
BTBD16	Tissue enhanced
BTBD17	Tissue enriched
BTBD18	Tissue enriched
BTBD2	Expressed in all
BTBD3	Expressed in all
BTBD6	Expressed in all
BTBD7	Expressed in all
BTBD9	Expressed in all
BTD	Expressed in all
BTF3	Expressed in all
BTF3L4	Expressed in all
BTG1	Expressed in all
BTG2	Expressed in all
BTG4	Tissue enriched
BTK	Tissue enhanced
BTLA	Group enriched
BTN1A1	Tissue enhanced
BTN2A1	Expressed in all
BTN2A2	Expressed in all
BTN3A1	Expressed in all
BTN3A2	Expressed in all
BTN3A3	Expressed in all
BTNL3	Group enriched
BTNL8	Group enriched
BTNL9	Tissue enhanced
BTRC	Expressed in all
BUB1	Tissue enhanced
BUB1B	Tissue enhanced
BUB3	Expressed in all
BUD13	Expressed in all
BUD31	Expressed in all
BVES	Tissue enhanced
BX088651.1	Tissue enhanced
BX088651.2	Tissue enriched
BX842679.1	Tissue enhanced
BYSL	Expressed in all
BZRAP1	Expressed in all
BZW1	Expressed in all
BZW2	Expressed in all
C10ORF68	Tissue enriched
C10orf10	Expressed in all
C10orf105	Tissue enhanced
C10orf107	Tissue enhanced
C10orf11	Expressed in all
C10orf111	Tissue enhanced
C10orf115	Tissue enhanced
C10orf118	Expressed in all
C10orf120	Tissue enriched
C10orf126	Tissue enriched
C10orf129	Tissue enhanced
C10orf131	Tissue enhanced
C10orf2	Expressed in all
C10orf32	Expressed in all
C10orf40	Tissue enriched
C10orf53	Tissue enriched
C10orf54	Expressed in all
C10orf55	Tissue enhanced
C10orf62	Tissue enriched
C10orf67	Group enriched
C10orf71	Group enriched
C10orf76	Expressed in all
C10orf82	Tissue enriched
C10orf88	Expressed in all
C10orf90	Group enriched
C10orf95	Tissue enhanced
C10orf99	Group enriched
C11orf1	Expressed in all
C11orf16	Tissue enhanced
C11orf21	Tissue enhanced
C11orf24	Expressed in all
C11orf30	Expressed in all
C11orf31	Expressed in all
C11orf35	Tissue enhanced
C11orf42	Tissue enriched
C11orf48	Expressed in all
C11orf49	Expressed in all
C11orf54	Expressed in all
C11orf57	Expressed in all
C11orf58	Expressed in all
C11orf63	Tissue enhanced
C11orf65	Tissue enriched
C11orf68	Expressed in all
C11orf70	Group enriched
C11orf71	Tissue enriched
C11orf73	Expressed in all
C11orf74	Expressed in all
C11orf80	Expressed in all
C11orf83	Expressed in all
C11orf84	Expressed in all
C11orf85	Tissue enriched
C11orf86	Group enriched
C11orf87	Tissue enriched
C11orf88	Tissue enhanced
C11orf89	Tissue enhanced
C11orf91	Tissue enriched
C11orf94	Tissue enriched
C12orf10	Expressed in all
C12orf23	Expressed in all
C12orf29	Expressed in all
C12orf36	Group enriched
C12orf39	Tissue enhanced
C12orf4	Expressed in all
C12orf40	Tissue enriched
C12orf42	Tissue enriched
C12orf43	Expressed in all
C12orf44	Expressed in all
C12orf45	Expressed in all
C12orf49	Expressed in all
C12orf50	Tissue enriched
C12orf54	Tissue enriched
C12orf55	Tissue enhanced
C12orf56	Tissue enhanced
C12orf57	Expressed in all
C12orf60	Tissue enhanced
C12orf65	Expressed in all
C12orf66	Expressed in all
C12orf68	Tissue enhanced
C12orf71	Tissue enhanced
C12orf73	Expressed in all
C12orf74	Tissue enhanced
C12orf75	Expressed in all
C12orf76	Expressed in all
C12orf77	Group enriched
C12orf79	Tissue enriched
C14orf1	Expressed in all
C14orf105	Group enriched
C14orf119	Expressed in all
C14orf132	Tissue enhanced
C14orf142	Expressed in all
C14orf159	Expressed in all
C14orf164	Group enriched
C14orf166	Expressed in all
C14orf166B	Tissue enriched
C14orf177	Tissue enriched
C14orf180	Group enriched
C14orf2	Expressed in all
C14orf23	Group enriched
C14orf28	Expressed in all
C14orf39	Tissue enhanced
C14orf93	Expressed in all
C15ORF31	Tissue enriched
C15orf26	Tissue enhanced
C15orf27	Tissue enhanced
C15orf38-AP3S2	Expressed in all
C15orf39	Expressed in all
C15orf40	Expressed in all
C15orf41	Expressed in all
C15orf43	Tissue enriched
C15orf48	Tissue enhanced
C15orf52	Expressed in all
C15orf56	Tissue enhanced
C15orf57	Expressed in all
C15orf59	Tissue enhanced
C15orf60	Tissue enriched
C15orf61	Expressed in all
C15orf62	Tissue enhanced
C16orf11	Tissue enriched
C16orf13	Expressed in all
C16orf46	Tissue enhanced
C16orf52	Expressed in all
C16orf54	Tissue enhanced
C16orf58	Expressed in all
C16orf62	Expressed in all
C16orf70	Expressed in all
C16orf71	Group enriched
C16orf72	Expressed in all
C16orf78	Tissue enriched
C16orf80	Expressed in all
C16orf86	Tissue enhanced
C16orf87	Expressed in all
C16orf89	Tissue enhanced
C16orf90	Tissue enriched
C16orf91	Expressed in all
C16orf92	Tissue enriched
C16orf95	Tissue enriched
C16orf96	Tissue enriched
C16orf97	Tissue enriched
C17orf100	Tissue enhanced
C17orf104	Tissue enriched
C17orf105	Tissue enriched
C17orf107	Tissue enhanced
C17orf112	Tissue enriched
C17orf47	Tissue enriched
C17orf49	Expressed in all
C17orf50	Tissue enriched
C17orf53	Tissue enhanced
C17orf58	Expressed in all
C17orf59	Expressed in all
C17orf62	Expressed in all
C17orf64	Tissue enriched
C17orf66	Tissue enriched
C17orf70	Expressed in all
C17orf72	Tissue enriched
C17orf74	Tissue enriched
C17orf75	Expressed in all
C17orf77	Tissue enhanced
C17orf78	Group enriched
C17orf80	Expressed in all
C17orf85	Expressed in all
C17orf89	Expressed in all
C17orf96	Tissue enhanced
C17orf97	Tissue enhanced
C17orf98	Tissue enriched
C17orf99	Tissue enriched
C18orf21	Expressed in all
C18orf25	Expressed in all
C18orf32	Expressed in all
C18orf42	Tissue enriched
C18orf54	Tissue enhanced
C18orf56	Tissue enhanced
C18orf63	Tissue enriched
C18orf8	Expressed in all
C19orf10	Expressed in all
C19orf12	Expressed in all
C19orf18	Tissue enriched
C19orf24	Expressed in all
C19orf25	Expressed in all
C19orf26	Tissue enhanced
C19orf35	Tissue enhanced
C19orf38	Tissue enhanced
C19orf43	Expressed in all
C19orf44	Expressed in all
C19orf45	Tissue enriched
C19orf47	Expressed in all
C19orf48	Expressed in all
C19orf52	Expressed in all
C19orf53	Expressed in all
C19orf54	Expressed in all
C19orf55	Expressed in all
C19orf57	Tissue enhanced
C19orf59	Group enriched
C19orf60	Expressed in all
C19orf66	Expressed in all
C19orf67	Tissue enriched
C19orf69	Group enriched
C19orf70	Expressed in all
C19orf71	Tissue enhanced
C19orf77	Tissue enhanced
C19orf80	Tissue enriched
C19orf81	Tissue enhanced
C19orf82	Expressed in all
C19orf84	Tissue enriched
C1D	Expressed in all
C1GALT1	Expressed in all
C1GALT1C1	Expressed in all
C1QA	Expressed in all
C1QB	Expressed in all
C1QBP	Expressed in all
C1QC	Expressed in all
C1QL1	Tissue enriched
C1QL2	Tissue enriched
C1QL3	Tissue enriched
C1QL4	Tissue enhanced
C1QTNF1	Tissue enhanced
C1QTNF1-AS1	Tissue enhanced
C1QTNF3	Expressed in all
C1QTNF4	Tissue enriched
C1QTNF6	Tissue enhanced
C1QTNF9	Tissue enhanced
C1QTNF9B	Tissue enhanced
C1R	Expressed in all
C1RL	Expressed in all
C1S	Expressed in all
C1orf100	Tissue enriched
C1orf101	Tissue enriched
C1orf105	Tissue enhanced
C1orf106	Tissue enhanced
C1orf109	Expressed in all
C1orf110	Tissue enhanced
C1orf111	Group enriched
C1orf116	Tissue enhanced
C1orf122	Expressed in all
C1orf123	Expressed in all
C1orf127	Group enriched
C1orf131	Expressed in all
C1orf141	Group enriched
C1orf146	Tissue enriched
C1orf158	Group enriched
C1orf159	Expressed in all
C1orf162	Expressed in all
C1orf167	Group enriched
C1orf168	Tissue enhanced
C1orf170	Tissue enhanced
C1orf173	Group enriched
C1orf174	Expressed in all
C1orf177	Group enriched
C1orf185	Tissue enriched
C1orf186	Tissue enhanced
C1orf189	Group enriched
C1orf192	Tissue enriched
C1orf194	Group enriched
C1orf198	Expressed in all
C1orf21	Expressed in all
C1orf216	Expressed in all
C1orf222	Tissue enhanced
C1orf227	Tissue enriched
C1orf228	Tissue enhanced
C1orf234	Tissue enriched
C1orf27	Expressed in all
C1orf35	Expressed in all
C1orf43	Expressed in all
C1orf50	Expressed in all
C1orf52	Expressed in all
C1orf54	Expressed in all
C1orf56	Tissue enriched
C1orf61	Tissue enriched
C1orf63	Expressed in all
C1orf64	Tissue enhanced
C1orf65	Tissue enriched
C1orf68	Tissue enriched
C1orf85	Expressed in all
C1orf86	Expressed in all
C1orf87	Group enriched
C1orf94	Tissue enriched
C1orf95	Tissue enhanced
C2	Tissue enhanced
C20orf112	Expressed in all
C20orf141	Tissue enriched
C20orf144	Tissue enriched
C20orf166	Tissue enriched
C20orf173	Tissue enriched
C20orf187	Tissue enriched
C20orf194	Expressed in all
C20orf195	Tissue enriched
C20orf196	Expressed in all
C20orf202	Tissue enhanced
C20orf24	Expressed in all
C20orf26	Group enriched
C20orf27	Expressed in all
C20orf62	Tissue enriched
C20orf78	Tissue enriched
C20orf85	Tissue enriched
C20orf96	Expressed in all
C21orf119	Expressed in all
C21orf128	Tissue enriched
C21orf2	Expressed in all
C21orf33	Expressed in all
C21orf37	Tissue enhanced
C21orf54	Tissue enriched
C21orf58	Tissue enhanced
C21orf59	Expressed in all
C21orf62	Tissue enhanced
C21orf88	Group enriched
C21orf90	Tissue enhanced
C21orf91	Expressed in all
C22orf15	Tissue enriched
C22orf23	Tissue enriched
C22orf24	Tissue enhanced
C22orf31	Tissue enriched
C22orf39	Expressed in all
C22orf42	Tissue enriched
C22orf43	Tissue enriched
C22orf46	Expressed in all
C2CD2	Expressed in all
C2CD2L	Expressed in all
C2CD3	Expressed in all
C2CD4B	Tissue enhanced
C2CD4C	Group enriched
C2CD5	Expressed in all
C2orf15	Expressed in all
C2orf16	Tissue enriched
C2orf42	Expressed in all
C2orf47	Expressed in all
C2orf48	Tissue enhanced
C2orf49	Expressed in all
C2orf50	Tissue enriched
C2orf53	Tissue enriched
C2orf54	Tissue enhanced
C2orf57	Tissue enriched
